# gapseq version: 1.3.1
# Sequence DB md5sum: b470543 (2026-05-30, Bacteria)
# Genome format: prot
rxn	name	ec	bihit	qseqid	pident	evalue	bitscore	qcovs	stitle	sstart	send	pathway	status	pathway.status	dbhit	complex	exception	complex.status
MALATE-DEHYDROGENASE-ACCEPTOR-RXN	malate:quinone oxidoreductase	1.1.5.4/1.1.3.3		UniRef90_B2HJU4	48.682	9.85e-163	469	99	NP_416714.1 malate:quinone oxidoreductase [Escherichia coli str. K-12 substr. MG1655]	27	519	|TCA|	good_blast	full	rxn00264 rxn05815 rxn08900 rxn08901 rxn10985 rxn20069 rxn20112 rxn27006 rxn27007 rxn27977 rxn36757 rxn36758 rxn36759 rxn36760 rxn36761 rxn36762 rxn36763 rxn36765 rxn37602 rxn37603 	NA	0	1
ISOCITDEH-RXN	isocitrate dehydrogenase	1.1.1.42		UniRef90_Q02NB5	78.986	0.0	693	99	NP_415654.1 isocitrate dehydrogenase [Escherichia coli str. K-12 substr. MG1655]	4	416	|TCA|	good_blast	full	rxn00198 rxn00199 rxn01387 rxn05794 rxn15022 rxn15023 rxn15278 rxn15279 	NA	0	1
ISOCITDEH-RXN	isocitrate dehydrogenase	1.1.1.42		UniRef90_P41560	73.798	0.0	652	100	NP_415654.1 isocitrate dehydrogenase [Escherichia coli str. K-12 substr. MG1655]	1	416	|TCA|	good_blast	full	rxn00198 rxn00199 rxn01387 rxn05794 rxn15022 rxn15023 rxn15278 rxn15279 	NA	0	1
MALATE-DEH-RXN	malate dehydrogenase	1.1.1.37		UniRef90_P61897	93.289	2.34e-99	285	97	NP_417703.1 malate dehydrogenase [Escherichia coli str. K-12 substr. MG1655]	81	229	|TCA|	good_blast	full	rxn00248 	NA	0	1
RXN-14971	RXN-14971	1.3.5.1		tr|Q88FA7|Q88FA7_PSEPK	69.218	0.0	812	99	NP_415251.1 succinate:quinone oxidoreductase, FAD binding protein [Escherichia coli str. K-12 substr. MG1655]	3	588	|TCA|	good_blast	full	rxn05836 rxn06109 rxn08527 rxn08528 rxn09272 rxn09417 rxn13706 rxn13707 rxn27226 rxn27229 rxn33444 rxn37562 rxn37563 rxn37641 rxn38991 rxn38995 	Subunit OS	0	1
RXN-14971	RXN-14971	1.3.5.1		tr|Q88FA7|Q88FA7_PSEPK	40.941	4.58e-134	401	95	NP_418578.1 fumarate reductase flavoprotein subunit [Escherichia coli str. K-12 substr. MG1655]	32	581	|TCA|	good_blast	full	rxn05836 rxn06109 rxn08527 rxn08528 rxn09272 rxn09417 rxn13706 rxn13707 rxn27226 rxn27229 rxn33444 rxn37562 rxn37563 rxn37641 rxn38991 rxn38995 	Subunit OS	0	1
RXN-14971	RXN-14971	1.3.5.1		tr|Q88FA7|Q88FA7_PSEPK	32.327	4.66e-66	222	93	NP_417069.1 L-aspartate oxidase [Escherichia coli str. K-12 substr. MG1655]	1	521	|TCA|	good_blast	full	rxn05836 rxn06109 rxn08527 rxn08528 rxn09272 rxn09417 rxn13706 rxn13707 rxn27226 rxn27229 rxn33444 rxn37562 rxn37563 rxn37641 rxn38991 rxn38995 	Subunit OS	0	1
RXN-14971	RXN-14971	1.3.5.1		tr|O84596|O84596_CHLTR	30.783	2.30e-67	226	95	NP_418578.1 fumarate reductase flavoprotein subunit [Escherichia coli str. K-12 substr. MG1655]	33	547	|TCA|	good_blast	full	rxn05836 rxn06109 rxn08527 rxn08528 rxn09272 rxn09417 rxn13706 rxn13707 rxn27226 rxn27229 rxn33444 rxn37562 rxn37563 rxn37641 rxn38991 rxn38995 	Subunit undefined	0	1
RXN-14971	RXN-14971	1.3.5.1		tr|O84596|O84596_CHLTR	31.272	1.36e-62	213	96	NP_415251.1 succinate:quinone oxidoreductase, FAD binding protein [Escherichia coli str. K-12 substr. MG1655]	24	552	|TCA|	good_blast	full	rxn05836 rxn06109 rxn08527 rxn08528 rxn09272 rxn09417 rxn13706 rxn13707 rxn27226 rxn27229 rxn33444 rxn37562 rxn37563 rxn37641 rxn38991 rxn38995 	Subunit undefined	0	1
UDPGLCNACEPIM-RXN	UDP-N-acetylglucosamine 2-epimerase	5.1.3.14		UniRef90_P52641	65.312	1.07e-173	486	98	YP_026253.1 UDP-N-acetylglucosamine 2-epimerase [Escherichia coli str. K-12 substr. MG1655]	2	370	|TEICHOICACID-PWY|	good_blast	NA	rxn00292 rxn00297 rxn01953 rxn25962 	NA	0	1
UDPGLCNACEPIM-RXN	UDP-N-acetylglucosamine 2-epimerase	5.1.3.14		UniRef90_P39131	55.376	7.53e-131	377	95	YP_026253.1 UDP-N-acetylglucosamine 2-epimerase [Escherichia coli str. K-12 substr. MG1655]	1	369	|TEICHOICACID-PWY|	good_blast	NA	rxn00292 rxn00297 rxn01953 rxn25962 	NA	0	1
TEICHOICSYN2-RXN	UDP-N-acetylmannosamine transferase	2.4.1.187	NA	UniRef90_P27620	32.547	3.29e-32	115	81	NP_418242.1 UDP-N-acetyl-D-mannosaminuronic acid transferase [Escherichia coli str. K-12 substr. MG1655]	22	229	|TEICHOICACID-PWY|	bad_blast	NA	rxn03852 	NA	0	NA
TEICHOICSYN3-RXN	teichoic acid glycerol-phosphate primase	2.7.8.44	NA									|TEICHOICACID-PWY|	no_blast	NA	 	NA	0	NA
TEICHOICSYN5-RXN	poly(glycerol-phosphate) alpha-glucosyltransferase	2.4.1.52	NA									|TEICHOICACID-PWY|	no_blast	NA	rxn06565 rxn10193 rxn10298 rxn10299 rxn10300 rxn10301 rxn10302 rxn10303 rxn10304 rxn10305 rxn10306 rxn17604 rxn27284 	NA	0	NA
TEICHOICSYN8-RXN	polyisoprenyl-major teichoic acid--peptidoglycan teichoic acid transferase		NA									|TEICHOICACID-PWY|	no_blast	NA	 	NA	0	NA
TEICHOICSYN4-RXN	teichoic acid poly(glycerol phosphate) polymerase	2.7.8.12	NA									|TEICHOICACID-PWY|	no_blast	NA	rxn06566 rxn10192 rxn10289 rxn10290 rxn10291 rxn10292 rxn10293 rxn10294 rxn10295 rxn10296 rxn10297 	NA	0	NA
2.7.7.39-RXN	glycerol-3-phosphate cytidylyltransferase	2.7.7.39	NA	tr|O66572|O66572_AQUAE	52.000	1.34e-46	154	95	NP_417524.1 fused heptose 7-phosphate kinase/heptose 1-phosphate adenyltransferase [Escherichia coli str. K-12 substr. MG1655]	322	471	|TEICHOICACID-PWY|	bad_blast	NA	rxn00621 	NA	0	NA
GLCNACPTRANS-RXN	UDP-N-acetylglucosamine-undecaprenyl-phosphate N-acetylglucosaminephosphotransferase	2.7.8.33		UniRef90_P0AC78	100.000	0.0	738	100	NP_418231.1 UDP-N-acetylglucosamine--undecaprenyl-phosphate N-acetylglucosaminephosphotransferase [Escherichia coli str. K-12 substr. MG1655]	1	367	|TEICHOICACID-PWY|	good_blast	NA	rxn08040 rxn19774 	NA	0	1
6.3.2.16-RXN	PG:teichoic acid D-alanyltransferase		NA									|TEICHOICACID-PWY|	no_blast	NA	 	NA	0	NA
RXN-18028	poly(glycerol phosphate) teichoic acid transporter	7.5.2.4/3.6.3.40	NA									|TEICHOICACID-PWY|	no_blast	NA	rxn00062 rxn10194 rxn10195 rxn10196 rxn18688 rxn18689 	Subunit ABC	0	NA
RXN-18028	poly(glycerol phosphate) teichoic acid transporter	7.5.2.4/3.6.3.40	NA	UniRef50_S2ZWT8	31.013	1.62e-39	137	100	NP_414669.1 putative ABC transporter ATP-binding protein YadG [Escherichia coli str. K-12 substr. MG1655]	1	306	|TEICHOICACID-PWY|	bad_blast	NA	rxn00062 rxn10194 rxn10195 rxn10196 rxn18688 rxn18689 	Subunit undefined	0	NA
RXN-18014	D-alanine--[D-alanyl carrier protein] ligase	6.2.1.54		tr|A0A023J9T3|A0A023J9T3_9ACTN	32.370	1.63e-102	342	98	NP_415118.1 apo-serine activating enzyme [Escherichia coli str. K-12 substr. MG1655]	463	1291	|TEICHOICACID-PWY|	good_blast	NA	 	NA	0	1
RXN-18013	D-alanine carrier protein:PG D-alanyltransferase		NA									|TEICHOICACID-PWY|	no_blast	NA	 	NA	0	NA
THIOREDOXIN-REDUCT-NADPH-RXN	thioredoxin reductase	1.8.1.9/1.6.4.5		UniRef90_P0A9P4	100.000	0.0	663	100	NP_415408.1 thioredoxin reductase [Escherichia coli str. K-12 substr. MG1655]	1	321	|THIOREDOX-PWY|	good_blast	NA	rxn05289 rxn05910 rxn11571 rxn16213 rxn27318 rxn38722 	NA	0	1
THIOREDOXIN-REDUCT-NADPH-RXN	thioredoxin reductase	1.8.1.9/1.6.4.5		UniRef90_P52215	47.771	4.47e-95	281	95	NP_415408.1 thioredoxin reductase [Escherichia coli str. K-12 substr. MG1655]	9	319	|THIOREDOX-PWY|	good_blast	NA	rxn05289 rxn05910 rxn11571 rxn16213 rxn27318 rxn38722 	NA	0	1
THIOREDOXIN-REDUCT-NADPH-RXN	thioredoxin reductase	1.8.1.9/1.6.4.5		UniRef90_P52213	40.764	1.75e-75	231	97	NP_415408.1 thioredoxin reductase [Escherichia coli str. K-12 substr. MG1655]	9	317	|THIOREDOX-PWY|	good_blast	NA	rxn05289 rxn05910 rxn11571 rxn16213 rxn27318 rxn38722 	NA	0	1
THIOREDOXIN-RXN	THIOREDOXIN-RXN		NA									|THIOREDOX-PWY|	no_seq_data	NA	 	NA	0	NA
THIOSULFATE-DEHYDROGENASE-RXN	thiosulfate dehydrogenase	1.8.2.2	NA									|THIOSULFOX-PWY|	no_blast	NA	rxn00023 rxn00623 rxn12780 rxn27320 	NA	0	NA
THREODEHYD-RXN	L-threonine dehydrogenase	1.1.1.103		UniRef90_P07913	100.000	0.0	702	100	NP_418073.1 threonine dehydrogenase [Escherichia coli str. K-12 substr. MG1655]	1	341	|THRDLCTCAT-PWY|	good_blast	full	rxn01068 	NA	0	1
THREODEHYD-RXN	L-threonine dehydrogenase	1.1.1.103		UniRef90_A0KQV6	88.270	0.0	635	99	NP_418073.1 threonine dehydrogenase [Escherichia coli str. K-12 substr. MG1655]	1	341	|THRDLCTCAT-PWY|	good_blast	full	rxn01068 	NA	0	1
THREODEHYD-RXN	L-threonine dehydrogenase	1.1.1.103		UniRef90_Q11L77	68.529	0.0	502	99	NP_418073.1 threonine dehydrogenase [Escherichia coli str. K-12 substr. MG1655]	1	340	|THRDLCTCAT-PWY|	good_blast	full	rxn01068 	NA	0	1
THREODEHYD-RXN	L-threonine dehydrogenase	1.1.1.103		UniRef90_A4FND4	57.941	4.80e-154	433	99	NP_418073.1 threonine dehydrogenase [Escherichia coli str. K-12 substr. MG1655]	1	340	|THRDLCTCAT-PWY|	good_blast	full	rxn01068 	NA	0	1
THREODEHYD-RXN	L-threonine dehydrogenase	1.1.1.103		UniRef90_O31776	48.235	2.07e-115	335	98	NP_418073.1 threonine dehydrogenase [Escherichia coli str. K-12 substr. MG1655]	1	338	|THRDLCTCAT-PWY|	good_blast	full	rxn01068 	NA	0	1
THREOSPON-RXN	THREOSPON-RXN		NA									|THRDLCTCAT-PWY|	spontaneous	full	 	NA	0	NA
AMACETOXID-RXN	aminoacetone oxidase	1.4.3.21		UniRef90_P80695	86.951	0.0	1375	99	NP_415904.3 copper-containing amine oxidase [Escherichia coli str. K-12 substr. MG1655]	5	755	|THRDLCTCAT-PWY|	good_blast	full	rxn01715 rxn01833 rxn01903 rxn02250 rxn02828 rxn02993 rxn03639 rxn04140 rxn04571 rxn06056 rxn19154 rxn25689 	NA	0	1
THREODEHYD-RXN	L-threonine dehydrogenase	1.1.1.103		UniRef90_P07913	100.000	0.0	702	100	NP_418073.1 threonine dehydrogenase [Escherichia coli str. K-12 substr. MG1655]	1	341	|THREONINE-DEG2-PWY|	good_blast	full	rxn01068 	NA	0	1
THREODEHYD-RXN	L-threonine dehydrogenase	1.1.1.103		UniRef90_A0KQV6	88.270	0.0	635	99	NP_418073.1 threonine dehydrogenase [Escherichia coli str. K-12 substr. MG1655]	1	341	|THREONINE-DEG2-PWY|	good_blast	full	rxn01068 	NA	0	1
THREODEHYD-RXN	L-threonine dehydrogenase	1.1.1.103		UniRef90_Q11L77	68.529	0.0	502	99	NP_418073.1 threonine dehydrogenase [Escherichia coli str. K-12 substr. MG1655]	1	340	|THREONINE-DEG2-PWY|	good_blast	full	rxn01068 	NA	0	1
THREODEHYD-RXN	L-threonine dehydrogenase	1.1.1.103		UniRef90_A4FND4	57.941	4.80e-154	433	99	NP_418073.1 threonine dehydrogenase [Escherichia coli str. K-12 substr. MG1655]	1	340	|THREONINE-DEG2-PWY|	good_blast	full	rxn01068 	NA	0	1
THREODEHYD-RXN	L-threonine dehydrogenase	1.1.1.103		UniRef90_O31776	48.235	2.07e-115	335	98	NP_418073.1 threonine dehydrogenase [Escherichia coli str. K-12 substr. MG1655]	1	338	|THREONINE-DEG2-PWY|	good_blast	full	rxn01068 	NA	0	1
AKBLIG-RXN	2-amino-3-ketobutyrate CoA ligase	2.3.1.29		UniRef90_Q5SHZ8	41.688	5.49e-102	305	98	NP_418074.1 2-amino-3-ketobutyrate CoA ligase [Escherichia coli str. K-12 substr. MG1655]	8	397	|THREONINE-DEG2-PWY|	good_blast	full	rxn00273 rxn00274 	NA	0	1
TSMOS-RXN	4-toluene-sulfonate monooxygenase		NA	sp|P94680|TSAB1_COMTE	33.229	9.76e-51	167	98	NP_416317.1 carnitine monooxygenase subunit YeaX [Escherichia coli str. K-12 substr. MG1655]	9	321	|TOLSULFDEG-PWY|	bad_blast	NA	 	NA	0	NA
SOLDEHYD-RXN	4-sulfobenzyl alcohol dehydrogenase	1.1.1.257		UniRef90_P94682	39.195	4.72e-113	339	98	NP_417147.1 succinate-semialdehyde dehydrogenase (NADP(+)) GabD [Escherichia coli str. K-12 substr. MG1655]	8	478	|TOLSULFDEG-PWY|	good_blast	NA	rxn03583 	NA	0	1
SOLDEHYD-RXN	4-sulfobenzyl alcohol dehydrogenase	1.1.1.257		UniRef90_P94682	33.974	2.97e-81	257	97	NP_415933.1 aldehyde dehydrogenase A [Escherichia coli str. K-12 substr. MG1655]	9	476	|TOLSULFDEG-PWY|	good_blast	NA	rxn03583 	NA	0	1
SOLDEHYD-RXN	4-sulfobenzyl alcohol dehydrogenase	1.1.1.257		UniRef90_P94682	35.281	3.51e-74	238	96	NP_415961.1 gamma-aminobutyraldehyde dehydrogenase [Escherichia coli str. K-12 substr. MG1655]	4	464	|TOLSULFDEG-PWY|	good_blast	NA	rxn03583 	NA	0	1
SOLDEHYD-RXN	4-sulfobenzyl alcohol dehydrogenase	1.1.1.257		UniRef90_P94682	33.194	6.96e-73	236	98	NP_415903.4 phenylacetaldehyde dehydrogenase [Escherichia coli str. K-12 substr. MG1655]	16	493	|TOLSULFDEG-PWY|	good_blast	NA	rxn03583 	NA	0	1
SOLDEHYD-RXN	4-sulfobenzyl alcohol dehydrogenase	1.1.1.257		UniRef90_P94682	32.068	5.99e-65	214	97	NP_414846.1 betaine aldehyde dehydrogenase [Escherichia coli str. K-12 substr. MG1655]	8	480	|TOLSULFDEG-PWY|	good_blast	NA	rxn03583 	NA	0	1
SOLDEHYD-RXN	4-sulfobenzyl alcohol dehydrogenase	1.1.1.257		UniRef90_P94682	33.034	2.12e-64	212	93	NP_416042.2 succinate semialdehyde dehydrogenase (NAD(P)(+)) Sad [Escherichia coli str. K-12 substr. MG1655]	13	455	|TOLSULFDEG-PWY|	good_blast	NA	rxn03583 	NA	0	1
SYDDEHYD-RXN	4-sulfobenzaldehyde dehydrogenase	1.2.1.62		sp|P94682|TSAD1_COMTE	39.195	4.72e-113	339	98	NP_417147.1 succinate-semialdehyde dehydrogenase (NADP(+)) GabD [Escherichia coli str. K-12 substr. MG1655]	8	478	|TOLSULFDEG-PWY|	good_blast	NA	rxn03584 	NA	0	1
SYDDEHYD-RXN	4-sulfobenzaldehyde dehydrogenase	1.2.1.62		sp|P94682|TSAD1_COMTE	33.974	2.97e-81	257	97	NP_415933.1 aldehyde dehydrogenase A [Escherichia coli str. K-12 substr. MG1655]	9	476	|TOLSULFDEG-PWY|	good_blast	NA	rxn03584 	NA	0	1
SYDDEHYD-RXN	4-sulfobenzaldehyde dehydrogenase	1.2.1.62		sp|P94682|TSAD1_COMTE	35.281	3.51e-74	238	96	NP_415961.1 gamma-aminobutyraldehyde dehydrogenase [Escherichia coli str. K-12 substr. MG1655]	4	464	|TOLSULFDEG-PWY|	good_blast	NA	rxn03584 	NA	0	1
SYDDEHYD-RXN	4-sulfobenzaldehyde dehydrogenase	1.2.1.62		sp|P94682|TSAD1_COMTE	33.194	6.96e-73	236	98	NP_415903.4 phenylacetaldehyde dehydrogenase [Escherichia coli str. K-12 substr. MG1655]	16	493	|TOLSULFDEG-PWY|	good_blast	NA	rxn03584 	NA	0	1
SYDDEHYD-RXN	4-sulfobenzaldehyde dehydrogenase	1.2.1.62		sp|P94682|TSAD1_COMTE	32.068	5.99e-65	214	97	NP_414846.1 betaine aldehyde dehydrogenase [Escherichia coli str. K-12 substr. MG1655]	8	480	|TOLSULFDEG-PWY|	good_blast	NA	rxn03584 	NA	0	1
SYDDEHYD-RXN	4-sulfobenzaldehyde dehydrogenase	1.2.1.62		sp|P94682|TSAD1_COMTE	33.034	2.12e-64	212	93	NP_416042.2 succinate semialdehyde dehydrogenase (NAD(P)(+)) Sad [Escherichia coli str. K-12 substr. MG1655]	13	455	|TOLSULFDEG-PWY|	good_blast	NA	rxn03584 	NA	0	1
4-SULFOBENZOATE-34-DIOXYGENASE-RXN	4-sulfobenzoate 3,4-dioxygenase	1.14.12.8	NA	tr|Q8KR67|Q8KR67_COMTE	40.000	0.75	22.3	86	NP_416221.1 protein adenylyltransferase SelO [Escherichia coli str. K-12 substr. MG1655]	161	185	|TOLSULFDEG-PWY|	bad_blast	NA	rxn01197 	NA	0	NA
CATECHOL-2-3-DIOXYGENASE-RXN	Methylcatechol 2,3-dioxygenase	1.13.11.2	NA									|TOLUENE-DEG-2-OH-PWY|	no_blast	NA	rxn00587 rxn02861 rxn03607 rxn03704 rxn03706 rxn07602 rxn21499 rxn21500 	NA	0	NA
2-OH-6-OXOHEPTA-2-4-DIENOATE-HYDR-RXN	2-hydroxy-6-oxohepta-2,4-dienoate hydrolase	3.7.1.25	NA	UniRef90_P23133	34.815	5.85e-41	140	93	NP_414883.5 2-hydroxy-6-ketonona-2,4-dienedioate hydrolase [Escherichia coli str. K-12 substr. MG1655]	24	286	|TOLUENE-DEG-2-OH-PWY|	bad_blast	NA	 	NA	0	NA
O-CRESOL-METHYLCATECHOL-RXN	2-methylphenol 6-monooxygenase	1.14.13.243	NA									|TOLUENE-DEG-2-OH-PWY|	no_blast	NA	 	Subunit DmpM	0	NA
O-CRESOL-METHYLCATECHOL-RXN	2-methylphenol 6-monooxygenase	1.14.13.243	NA									|TOLUENE-DEG-2-OH-PWY|	no_blast	NA	 	Subunit DmpN	0	NA
O-CRESOL-METHYLCATECHOL-RXN	2-methylphenol 6-monooxygenase	1.14.13.243	NA									|TOLUENE-DEG-2-OH-PWY|	no_blast	NA	 	Subunit DmpP	0	NA
O-CRESOL-METHYLCATECHOL-RXN	2-methylphenol 6-monooxygenase	1.14.13.243	NA									|TOLUENE-DEG-2-OH-PWY|	no_blast	NA	 	Subunit MhpL	0	NA
O-CRESOL-METHYLCATECHOL-RXN	2-methylphenol 6-monooxygenase	1.14.13.243	NA	tr|Q9ANX3|Q9ANX3_BURCE	31.081	3.4	23.5	79	NP_417417.1 methionine adenosyltransferase [Escherichia coli str. K-12 substr. MG1655]	20	82	|TOLUENE-DEG-2-OH-PWY|	bad_blast	NA	 	Subunit undefined	0	NA
TOLUENE-2-MONOOXYGENASE-RXN	toluene ortho-monooxygenase	1.14.13.243	NA									|TOLUENE-DEG-2-OH-PWY|	no_blast	NA	 	Subunit DmpM	0	NA
TOLUENE-2-MONOOXYGENASE-RXN	toluene ortho-monooxygenase	1.14.13.243	NA									|TOLUENE-DEG-2-OH-PWY|	no_blast	NA	 	Subunit DmpN	0	NA
TOLUENE-2-MONOOXYGENASE-RXN	toluene ortho-monooxygenase	1.14.13.243	NA									|TOLUENE-DEG-2-OH-PWY|	no_blast	NA	 	Subunit DmpP	0	NA
TOLUENE-2-MONOOXYGENASE-RXN	toluene ortho-monooxygenase	1.14.13.243	NA									|TOLUENE-DEG-2-OH-PWY|	no_blast	NA	 	Subunit MhpL	0	NA
TOLUENE-2-MONOOXYGENASE-RXN	toluene ortho-monooxygenase	1.14.13.243	NA	tr|Q9ANX3|Q9ANX3_BURCE	31.081	3.4	23.5	79	NP_417417.1 methionine adenosyltransferase [Escherichia coli str. K-12 substr. MG1655]	20	82	|TOLUENE-DEG-2-OH-PWY|	bad_blast	NA	 	Subunit undefined	0	NA
M-CRESOL-METHYLCATECHOL-RXN	m-cresol-methylcatechol	1.14.13.236	NA									|TOLUENE-DEG-3-OH-PWY|	no_blast	NA	 	Subunit 1	0	NA
M-CRESOL-METHYLCATECHOL-RXN	m-cresol-methylcatechol	1.14.13.236	NA									|TOLUENE-DEG-3-OH-PWY|	no_blast	NA	 	Subunit 2	0	NA
M-CRESOL-METHYLCATECHOL-RXN	m-cresol-methylcatechol	1.14.13.236	NA									|TOLUENE-DEG-3-OH-PWY|	no_blast	NA	 	Subunit 3	0	NA
M-CRESOL-METHYLCATECHOL-RXN	m-cresol-methylcatechol	1.14.13.236	NA	tr|Q6QHC2|Q6QHC2_RALPI	29.630	5.93e-07	41.6	95	NP_417035.1 putative 3-phenylpropionate/cinnamate dioxygenase ferredoxin subunit [Escherichia coli str. K-12 substr. MG1655]	1	106	|TOLUENE-DEG-3-OH-PWY|	bad_blast	NA	 	Subunit OS	0	NA
TOLUENE-4-MONOOXYGENASE-RXN	toluene 4-monooxygenase	1.14.13.236	NA									|TOLUENE-DEG-3-OH-PWY|	no_blast	NA	 	Subunit 1	0	NA
TOLUENE-4-MONOOXYGENASE-RXN	toluene 4-monooxygenase	1.14.13.236	NA									|TOLUENE-DEG-3-OH-PWY|	no_blast	NA	 	Subunit 2	0	NA
TOLUENE-4-MONOOXYGENASE-RXN	toluene 4-monooxygenase	1.14.13.236	NA									|TOLUENE-DEG-3-OH-PWY|	no_blast	NA	 	Subunit 3	0	NA
TOLUENE-4-MONOOXYGENASE-RXN	toluene 4-monooxygenase	1.14.13.236	NA	tr|Q6QHC2|Q6QHC2_RALPI	29.630	5.93e-07	41.6	95	NP_417035.1 putative 3-phenylpropionate/cinnamate dioxygenase ferredoxin subunit [Escherichia coli str. K-12 substr. MG1655]	1	106	|TOLUENE-DEG-3-OH-PWY|	bad_blast	NA	 	Subunit OS	0	NA
RXN-11219	4-methylcatechol 2,3-dioxygenase	1.13.11.2	NA									|TOLUENE-DEG-3-OH-PWY|	no_blast	NA	rxn00587 rxn02861 rxn03607 rxn03704 rxn03706 rxn07602 rxn21499 rxn21500 	NA	0	NA
RXN-20763	2-hydroxymuconate semialdehyde hydrolase	3.7.1.25	NA	UniRef90_P23133	34.815	5.85e-41	140	93	NP_414883.5 2-hydroxy-6-ketonona-2,4-dienedioate hydrolase [Escherichia coli str. K-12 substr. MG1655]	24	286	|TOLUENE-DEG-3-OH-PWY|	bad_blast	NA	 	NA	0	NA
RXN-20764	2-hydroxyhexa-2,5-dienoate	4.2.1.80		UniRef90_Q400K2	67.300	8.56e-127	358	99	NP_414884.2 2-hydroxypentadienoate hydratase [Escherichia coli str. K-12 substr. MG1655]	1	262	|TOLUENE-DEG-3-OH-PWY|	good_blast	NA	rxn01893 rxn03272 rxn03609 rxn04095 rxn12708 rxn17400 	NA	0	1
RXN-12735	4-hydroxy-2-oxohexanoate aldolase	4.1.3.43		UniRef90_P9WMK5	51.988	1.39e-112	328	95	NP_414886.1 4-hydroxy-2-oxovalerate aldolase [Escherichia coli str. K-12 substr. MG1655]	8	334	|TOLUENE-DEG-3-OH-PWY|	good_blast	NA	 	NA	0	1
TOLUENE-4-MONOOXYGENASE-RXN	toluene 4-monooxygenase	1.14.13.236	NA									|TOLUENE-DEG-4-OH-PWY|	no_blast	NA	 	Subunit 1	0	NA
TOLUENE-4-MONOOXYGENASE-RXN	toluene 4-monooxygenase	1.14.13.236	NA									|TOLUENE-DEG-4-OH-PWY|	no_blast	NA	 	Subunit 2	0	NA
TOLUENE-4-MONOOXYGENASE-RXN	toluene 4-monooxygenase	1.14.13.236	NA									|TOLUENE-DEG-4-OH-PWY|	no_blast	NA	 	Subunit 3	0	NA
TOLUENE-4-MONOOXYGENASE-RXN	toluene 4-monooxygenase	1.14.13.236	NA	tr|Q6QHC2|Q6QHC2_RALPI	29.630	5.93e-07	41.6	95	NP_417035.1 putative 3-phenylpropionate/cinnamate dioxygenase ferredoxin subunit [Escherichia coli str. K-12 substr. MG1655]	1	106	|TOLUENE-DEG-4-OH-PWY|	bad_blast	NA	 	Subunit OS	0	NA
TOLUENE-SIDE-CHAIN-MONOOXYGENASE-RXN	toluene monooxygenase	1.14.15.26	NA									|TOLUENE-DEG-CATECHOL-PWY|	no_blast	NA	 	Subunit 10lM	0	NA
TOLUENE-SIDE-CHAIN-MONOOXYGENASE-RXN	toluene monooxygenase	1.14.15.26	NA									|TOLUENE-DEG-CATECHOL-PWY|	no_blast	NA	 	Subunit undefined	0	NA
TOLUENE-SIDE-CHAIN-MONOOXYGENASE-RXN	toluene monooxygenase	1.14.15.26	NA									|TOLUENE-DEG-CATECHOL-PWY|	no_blast	NA	 	NA	0	NA
BENZYL-ALC-DEHYDROGENASE-RXN	benzyl alcohol dehydrogenase	1.1.1.90	NA	UniRef90_P39849	30.645	6.90e-38	136	99	NP_414890.1 S-(hydroxymethyl)glutathione dehydrogenase [Escherichia coli str. K-12 substr. MG1655]	1	368	|TOLUENE-DEG-CATECHOL-PWY|	bad_blast	NA	rxn01293 rxn01597 rxn01902 rxn02996 rxn03547 rxn03594 rxn03649 rxn03650 rxn19186 rxn25928 rxn32160 	NA	0	NA
BENZALDEHYDE-DEHYDROGENASE-NAD+-RXN	benzaldehyde dehydrogenase	1.2.1.28		UniRef90_O06478	33.263	1.83e-85	268	97	NP_417147.1 succinate-semialdehyde dehydrogenase (NADP(+)) GabD [Escherichia coli str. K-12 substr. MG1655]	11	480	|TOLUENE-DEG-CATECHOL-PWY|	good_blast	NA	rxn00957 rxn01032 rxn03601 rxn03934 rxn03935 rxn07482 rxn25930 	NA	0	1
BENZALDEHYDE-DEHYDROGENASE-NAD+-RXN	benzaldehyde dehydrogenase	1.2.1.28		UniRef90_O06478	33.962	5.90e-79	251	97	NP_415933.1 aldehyde dehydrogenase A [Escherichia coli str. K-12 substr. MG1655]	11	478	|TOLUENE-DEG-CATECHOL-PWY|	good_blast	NA	rxn00957 rxn01032 rxn03601 rxn03934 rxn03935 rxn07482 rxn25930 	NA	0	1
BENZALDEHYDE-DEHYDROGENASE-NAD+-RXN	benzaldehyde dehydrogenase	1.2.1.28		UniRef90_O06478	31.967	1.38e-78	251	97	NP_415903.4 phenylacetaldehyde dehydrogenase [Escherichia coli str. K-12 substr. MG1655]	16	499	|TOLUENE-DEG-CATECHOL-PWY|	good_blast	NA	rxn00957 rxn01032 rxn03601 rxn03934 rxn03935 rxn07482 rxn25930 	NA	0	1
BENZALDEHYDE-DEHYDROGENASE-NAD+-RXN	benzaldehyde dehydrogenase	1.2.1.28		UniRef90_O06478	32.917	7.16e-78	249	97	NP_415816.1 gamma-glutamyl-gamma-aminobutyraldehyde dehydrogenase [Escherichia coli str. K-12 substr. MG1655]	20	494	|TOLUENE-DEG-CATECHOL-PWY|	good_blast	NA	rxn00957 rxn01032 rxn03601 rxn03934 rxn03935 rxn07482 rxn25930 	NA	0	1
